Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized,title
"Flannery, Carol","Mobini Dehkordi, Zahra",,,,,OPRE,6301,0W1,,18,,3,12,,4,5,,,,,1,,,,,,1,flannery,carol flannery,Statistics and Data Analysis 
"Honhon, Dorothee B","Chang, Chia-Hao",,,,,OPRE,6302,003,,16,1,10,8,4,1,,,,,,,,,,,,1,dbh130130,dorothee honhon,Operations Management 
"Ozer, Ali O","Sul, Inki",,,,,OPRE,6302,502,,6,8,5,3,1,,,,,,,,,,,,,2,oxo091000,ali ozer,Operations Management 
"ye, Shengqi","Shi, Lingling",,,,,OPRE,6302,0W1,,20,9,7,6,2,,2,,,,,,,,,,,4,sxy143530,shengqi ye,Operations Management 
"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,OPRE,6332,501,,34,22,11,11,4,1,2,,,,,2,,,,,,0,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
"Ramanathan, Kannan",,,,,,OPRE,6364,001,,22,10,4,1,1,,1,,,,,,,,,,,0,kxr087000,kannan ramanathan,Lean Six Sigma 
"Cakanyildirim, Metin","Vu, Duc D",,,,,OPRE,6366,0W1,,1,4,5,1,,,,,,,,,,,,,,0,metin,metin cakanyildirim,Global Supply Chain Management 
"Parks, David",,,,,,OPRE,6367,502,,12,5,8,3,,,,,,,,,,,,,,0,dxp153830,david parks,Capstone Projects in Supply Chain Management 
"Deluke, Eugene","Subramoniam, Ramesh",,,,,OPRE,6369,501,,13,,,12,,,5,,,,,,,,,,,0,gxd052000,eugene deluke,Supply Chain Software 
"Chen, Qi","Garg, Harsh",,,,,OPRE,6371,501,,14,3,16,1,,,,,,,,,,,,,,0,qxc171130,,Purchasing  Sourcing and Contract Management 
"Janakiraman, Ganesh",,,,,,OPRE,7311,001,,4,,1,,1,,,,,,,,,,,,,0,gxj091000,ganesh janakiraman,Stochastic Models in Operations Research 
"Bortz, Tiffany A","Cheney, Michael P",,,,,ACCT,3332,001,2,15,5,,12,8,3,6,3,4,4,,4,,,,,,8,tabortz,tiffany bortz,Intermediate Financial Accounting II 
"Bortz, Tiffany A","Cheney, Michael P",,,,,ACCT,3332,501,,5,2,1,10,2,3,10,4,1,5,1,4,,,,,,7,tabortz,tiffany bortz,Intermediate Financial Accounting II 
"Bortz, Tiffany A","Cheney, Michael P",,,,,ACCT,3332,PPA,4,25,6,9,7,2,3,4,1,,2,,,,,,,,3,tabortz,tiffany bortz,Intermediate Financial Accounting II 
"Solcher, Steven J","Nguyen, Ploysirin K",,,,,ACCT,3350,001,4,6,18,7,15,3,1,2,,,,,,,,,,,3,sjs107020,steven solcher,Fundamentals of Taxation 
"Ginevich, Rostislav","Chava, Soumya",,,,,MIS,6373,501,,38,30,4,,,,,,,,,,,,,,,0,rxg172930,rostislav ginevich,Social Media and Business 
"Deluke, Eugene","Subramoniam, Ramesh",,,,,MIS,6369,501,,8,,,4,,,,,,,,,,,,,,0,gxd052000,eugene deluke,Supply Chain Software 
"Deluke, Eugene","Thankamony, Parvathy",,,,,OPRE,3310,0W1,,11,,5,12,,3,11,,,5,,1,,,,,,1,gxd052000,eugene deluke,Operations Management 
"Sabri, Ehap H","Vardhineni, Sai Chandhar",,,,,OPRE,6370,501,,6,1,,,,,,,,,,,,,,,,0,exs055000,ehap sabri,Global Logistics and Transportation 
"Katok, Elena M","Garg, Harsh",,,,,OPRE,6371,0W1,,7,10,11,4,2,,1,,,,,1,,,,,,0,emk120030,elena katok,Purchasing  Sourcing and Contract Management 
"Goldman, Nathan C","Fan, Zhongwen",,,,,ACCT,3350,501,,5,5,7,7,8,5,4,1,2,,,1,,,,,,0,ncg160030,nathan goldman,Fundamentals of Taxation 
"Thurgood, Keith L",,,,,,MKT,3330,001,10,6,2,2,,1,,,4,,,,2,,,,,1,2,klt160130,keith thurgood,Introduction to Professional Selling 
"Guler, Lale",,,,,,ACCT,6334,001,,11,4,3,1,,,,,,,,,,,,,,0,lxg152230,lale guler,Auditing 
"Watson, John M",,,,,,BA,3100,001,14,15,4,5,1,,1,,,,,,,,,,,,0,jmw077000,john watson,Professional Development 
"Watson, John M","Smith, Charles F",,,,,BCOM,4350,001,,2,11,2,9,3,3,,,,,,3,,,,,,0,jmw077000,john watson,Advanced Business Communication 
"Reid, David",,,,,,BCOM,4350,002,,35,,,,,,,,,,,1,,,,,,0,dxr143530,david reid,Advanced Business Communication 
"Smallwood, Margaret G","Rosillo, Andrea G",,,,,BCOM,4350,003,2,20,11,3,3,1,,,,,,,,,,,,,0,meg012400,margaret smallwood,Advanced Business Communication 
"Moore, Sarah E","Rosillo, Andrea G",,,,,BCOM,4350,004,5,8,12,3,5,,,2,,,,,,,,,,,0,sem054000,sarah moore,Advanced Business Communication 
"Moore, Sarah E","Rosillo, Andrea G",,,,,BCOM,4350,005,4,10,14,4,,1,,,,,,,,,,,,,0,sem054000,sarah moore,Advanced Business Communication 
"Moore, Sarah E","Rosillo, Andrea G",,,,,BCOM,4350,006,1,8,15,1,4,2,1,,,,1,,,,,,,,0,sem054000,sarah moore,Advanced Business Communication 
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BCOM,4350,011,1,7,4,6,3,6,,4,,,,,3,,,,,,0,kxl164330,kathryn lookadoo,Advanced Business Communication 
"Betanzos, Christina L","Juarez Herrera, Pablo J",,,,,BLAW,2301,501,,15,11,10,5,18,5,11,3,,3,,3,,,,,,3,clb120030,christina betanzos,Business and Public Law 
"Polze, Matthew M","Ayala, Nestor A",,,,,BLAW,4310,HON,,19,1,4,1,,,,,,,,,,,,,,0,mmp062000,matthew polze,Current Issues in Business and Law 
"Miller, Toyah L","Li, Jianan",,,,,BPS,4305,008,2,3,5,13,6,11,4,2,,2,,,,,,,,,1,tlm140330,toyah miller,Strategic Management 
"Liebowitz, Stan","Nguyen, Loc H",,,,,MECO,6303,001,,13,17,5,10,,,1,,,,,,,,,,,0,liebowit,stan liebowitz,Business Economics 
"Guttery, Randall",,,,,,REAL,3305,002,,1,1,,8,1,,3,,,2,1,,,1,,,,0,rxg112530,randall guttery,Real Estate Principles 
"Zydorek, Hubert",,,,,,IMS,3310,007,,12,12,10,7,5,2,,,,,,,,,,,,0,hxz120930,hubert zydorek,International Business 
"Haworth, Julie B",,,,,,MKT,3320,001,3,12,16,11,4,6,1,,,1,,,,,,,,2,0,haworth,julie haworth,Product and Brand Management 
"Amirpour, Semiramis",,,,,,MKT,3330,002,5,8,5,1,5,2,,,3,,,,,,,,,,0,sxa130731,semiramis amirpour,Introduction to Professional Selling 
"Amirpour, Semiramis",,,,,,MKT,4332,001,8,4,1,,,2,,1,,1,,1,,,,,,,0,sxa130731,semiramis amirpour,Advanced Personal Selling 
"harrop, Jonathan","Haworth, Julie B",,,,,MKT,4334,001,6,21,6,,9,,1,,,1,,,,,,,,,0,jjh170530,jonathan harrop,Social Media Marketing 
"Wu, Fang","Qian, Kun",,,,,MKT,4380,002,,6,2,1,3,,2,,,,1,,,,,,,,0,fxw052000,fang wu,Capstone Course in Marketing 
"Gurun, Umit",,,,,,ACCT,6344,0W1,,14,12,13,6,1,1,,,,,,,,,,,,1,ugg041000,umit gurun,Financial Statement Analysis 
"Goldman, Nathan C","Fan, Zhongwen",,,,,ACCT,6350,001,,1,4,2,1,,,,,,,,1,,,,,,1,ncg160030,nathan goldman,Fundamentals of Taxation I 
"Goldman, Nathan C","Fan, Zhongwen",,,,,ACCT,6350,501,,10,10,10,10,4,1,,,,,,,,,,,,0,ncg160030,nathan goldman,Fundamentals of Taxation I 
"Zolton, Kathy",,,,,,ACCT,6389,501,,12,1,,,,,,,,,,,,,,,,0,kxz121730,kathy zolton,Volunteer Income Tax Assistance Practicum 
"Flannery, Carol","Mobini Dehkordi, Zahra","Nagarajan, Rahul",,,,OPRE,6301,001,,46,,8,14,,2,5,,,,,1,,,,,,0,flannery,carol flannery,Statistics and Data Analysis 
"Sethi, Awanti","Zhang, Wan Hua",,,,,OPRE,6303,0W1,,24,2,2,3,,,,,,,,1,,,,,,1,asethi,awanti sethi,Quantitative Foundations of Business 
"Thompson, Luell O","Patnaik, Shreeparna",,,,,MIS,6319,501,,9,,,9,,,1,,,,,,,,,,,0,lot013000,luell thompson,Enterprise Resource Planning 
"Dogan, Kutsal","Pakala, Tharun Reddy",,,,,MIS,6320,001,,7,4,2,3,3,,1,,,,,,,,,,,1,kxd025000,kutsal dogan,Database Foundations 
"Mehra, Amit","Mutyala, Mehar Venkat Aditya",,,,,MIS,6344,501,,9,18,5,3,2,1,2,,,,,,,,,,,0,axm078200,amit mehra,Web Analytics 
"Chapman, Juliann G","Andaleeb, Uruba",,,,,FIN,3330,501,5,26,,4,9,,1,1,,,2,,1,,,,,,0,jgc160130,juliann chapman,Personal Financial Planning 
"Anderson, Frank W",,,,,,FIN,4310,002,,4,4,4,2,4,2,4,3,1,,,1,,,,,,0,fwa012000,,Intermediate Business Finance 
"Anderson, Frank W",,,,,,FIN,4310,501,,3,5,2,3,6,5,6,4,,,,1,,,,,,0,fwa012000,,Intermediate Business Finance 
"Manzi, Jeff",,,,,,FIN,6314,001,,6,5,2,5,1,1,,,,,,,,,,,,1,jxm158130,jeffrey manzi,Fixed Income Securities 
"Guttery, Randall",,,,,,FIN,6321,001,,4,2,,1,1,,2,,,,,,,,,,,0,rxg112530,randall guttery,Introduction to Real Estate 
"Nakhaei, Mofid","Vardhineni, Sai Chandhar",,,,,OPRE,3333,501,18,15,,5,15,,2,3,,,,,1,,,,,,3,mxn162630,mofid nakhaei,Quantitative Business Analysis 
"DeCourcy, George A",,,,,,FIN,3305,001,5,4,4,4,6,1,1,3,2,,2,1,2,,,,,1,1,gad075000,george decourcy,Real Estate Principles 
"Guttery, Randall",,,,,,FIN,3305,002,,6,,,15,,,12,1,,4,1,3,,,,,,0,rxg112530,randall guttery,Real Estate Principles 
"Gafford, Jerome M",,,,,,MKT,3330,501,11,5,4,,2,,1,,1,1,1,,3,,,,,,0,jmg171130,jerome gafford,Introduction to Professional Selling 
"Parks, David","Henry, Aaron M",,,,,OPRE,4360,501,,18,5,,,,,,,,,,,,,,,,0,dxp153830,david parks,Capstone Projects in Supply Chain Management 
"Weekley, Jeff A","Kemp, Ayenda",,,,,OBHR,4360,001,3,3,11,2,13,3,,2,,,,,,,,,,,0,jaw160330,jeff weekley,Capstone in Organizational Behavior 
"Kuo, Ching-Chung","Deodhar, Adneya","Guda, Harish",,,,OPRE,4340,001,,11,6,6,27,8,10,12,,,3,,,,,,,,1,cxk162830,,Purchasing and Sourcing Management 
"Parks, David",,,,,,OPRE,6367,501,,17,9,,2,,,,,,,,,,,,,,0,dxp153830,david parks,Capstone Projects in Supply Chain Management 
"Chambers, Bryan D",,,,,,ENTP,6360,001,,4,3,,2,,,,,,,,,,,,,,0,bdc160330,,Startup Launch I 
"Oguzman, Neslihan","Thakkar, Kathan",,,,,OPRE,3333,003,15,12,11,3,6,6,,4,1,1,,4,2,,,,,,0,nxo170830,neslihan oguzman,Quantitative Business Analysis 
"Chiong, Khai X","Surolia, Prakhar",,,,,MKT,3300,009,4,26,12,6,1,,,,,,,,,,,,,,0,kxc173030,khai chiong,Principles of Marketing 
"Kaplan, Marilyn R",,,,,,OBHR,4310,001,11,12,4,5,6,7,,1,1,1,,1,3,,,,,,8,mkaplan,marilyn kaplan,Business Ethics 
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,MIS,6369,0W1,,6,,,10,,,3,,,,,,,,,,,1,gxd052000,eugene deluke,Supply Chain Software 
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,OPRE,6369,0W1,,9,,,11,,,2,,,,,,,,,,,0,gxd052000,eugene deluke,Supply Chain Software 
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,OPRE,6369,001,,23,,,20,,,1,,,,,,,,,,,0,gxd052000,eugene deluke,Supply Chain Software 
"Cakanyildirim, Metin","Vu, Duc D",,,,,OPRE,6389,501,,5,3,2,,1,,,,,,,,,,,,,0,metin,metin cakanyildirim,Managing Energy  Risk  Investment  Technology 
"Bradbury, Judd D","Senthilkumar, Gowtham","Vashistha, Manish Surendra",,,,MIS,6309,001,,12,9,4,8,6,,1,,,,,,,,,,,0,jdb101000,judd bradbury,Business Data Warehousing 
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,007,3,19,4,2,2,3,1,,,,,,,,,,,,0,kal110030,kristen lawson,Advanced Business Communication 
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,HON,15,26,1,1,,,,,,,,,,,,,,,0,kal110030,kristen lawson,Advanced Business Communication 
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BCOM,4350,009,2,7,5,6,3,6,3,,,,,,,,,,,,0,kxl164330,kathryn lookadoo,Advanced Business Communication 
"Deluke, Eugene","Tian, Ye","Subramoniam, Ramesh",,,,MIS,6369,001,,1,,,4,,,1,,,,,,,,,,,0,gxd052000,eugene deluke,Supply Chain Software 
"Lookadoo, Kathryn","Chockalingam, Muthu Veerappan",,,,,BA,3100,002,2,9,2,1,2,,1,,1,,1,,,,,,,,0,kxl164330,kathryn lookadoo,Professional Development 
"Thouin, Mark","Dogaroglu, Seckin","Baskara, Srikar S",,,,MIS,6324,002,,11,12,13,10,,,,,,,,,,,,,,0,mxt083000,mark thouin,Business Analytics With SAS 
"Nketia, Joseph A",,,,,,FIN,3320,501,2,2,,2,1,2,5,5,6,2,3,3,5,,,,,,7,jan170230,joseph nketia,Business Finance 
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6306,001,,10,,,9,,,1,,,,,,,,,,,1,lxm133730,liping ma,Quantitative Methods in Finance 
"Ma, Liping","Nguyen, Khiem B",,,,,FIN,6306,501,,11,,,16,,,2,,,,,,,,,,,0,lxm133730,liping ma,Quantitative Methods in Finance 
"Xia, Han (Victor)",,,,,,FIN,6325,001,,21,7,12,1,,,,,,,,,,,,,,0,hxx110930,han xia,Macroeconomics and Financial Markets 
"Sibley, Daniel C",,,,,,FIN,6335,501,,10,9,3,1,,,,,,,,,,,,,,1,dcs170002,daniel sibley,Energy Finance 
"Baranchuk, Nina",,,,,,FIN,6350,501,,6,2,2,3,2,3,3,,,,,1,,,,,,2,nxb043000,nina baranchuk,Advanced Financial Management 
"Blueshtein, Moran","Smith, Jake A",,,,,MECO,6312,001,,1,3,,2,1,,,,,,,,,,,,,0,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
"Bolton, Gary","Fahimi, Mohammad Mahdi",,,,,MECO,6350,001,,5,3,3,4,,,,,,,,,,,,,,0,gxb122130,gary bolton,Game Theory 
"Rajaratnam, Daniel",,,,,,MKT,3300,008,,2,,12,16,2,4,8,,2,,,2,,,,,,0,dxr143430,daniel rajaratnam,Principles of Marketing 
"Amirpour, Semiramis",,,,,,MKT,3330,004,4,3,7,5,4,3,2,1,,,,,1,,,,,,0,sxa130731,semiramis amirpour,Introduction to Professional Selling 
"Rajaratnam, Daniel",,,,,,MKT,3340,001,,3,1,8,11,,9,2,,,1,,,,,,,,0,dxr143430,daniel rajaratnam,Marketing Research 
"Kumar, Nanda","Bhave, Ashutosh C",,,,,MKT,6323,501,,16,,,7,3,,,,,,,,,,,,1,0,nkumar,nanda kumar,Database Marketing 
"Hogan, James W","Ojha, Amrit A",,,,,OPRE,3310,007,,12,,,22,,,13,,,,,,,,,,,0,jwh085000,james hogan,Operations Management 
"Parks, David","Nishant, Kumar",,,,,OPRE,3310,003,1,3,1,3,6,4,7,7,7,,7,,,,,,,,3,dxp153830,david parks,Operations Management 
"Ozer, Ali O","Sul, Inki",,,,,OPRE,6378,001,,14,6,2,,3,,,,,,,,,,,,,0,oxo091000,ali ozer,Supply Chain Strategy 
"Saeed, Kashif","Savla, Rashmi U",,,,,MIS,6309,002,,19,8,21,15,,,,,,,,,,,,,,0,kxs147230,kashif saeed,Business Data Warehousing 
"Tang, Shaojie","Guha, Sumalya",,,,,MIS,6323,501,,18,3,13,3,,,,,,,,,,,,,,0,sxt146930,shaojie tang,Object Oriented Programming 
"Chen, Jianqing","Velumani, Suganya",,,,,MIS,6324,003,,7,3,7,8,2,,,,,,,,,,,,,0,jxc111031,jianqing chen,Business Analytics With SAS 
"Dogan, Kutsal","Pakala, Tharun Reddy",,,,,MIS,6326,501,,17,12,14,4,10,3,3,,,,,,,,,,,1,kxd025000,kutsal dogan,Data Management 
"Berardi, Caryn S",,,,,,BCOM,3100,001,14,16,,3,,,,,,,,,,,,,,,0,cds110030,caryn berardi,Professional Development 
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,4350,008,4,25,3,1,1,1,1,3,,,,,,,,,,,0,kal110030,kristen lawson,Advanced Business Communication 
"Layne, Raini M",,,,,,BCOM,4350,501,20,10,2,,2,1,,1,,,,,1,,,,,,0,rml081000,raini layne,Advanced Business Communication 
"Levine, Sheen S","Kemp, Ayenda",,,,,BPS,4305,009,2,6,5,8,5,1,1,,,,,,4,,,,,,0,ssl140530,sheen levine,Strategic Management 
"Zydorek, Hubert",,,,,,IMS,3310,008,,20,9,13,4,4,,,,,,,,,,,,,0,hxz120930,hubert zydorek,International Business 
"Meda, Edward","Vora, Gunjan",,,,,OBHR,3310,006,1,6,14,14,7,3,2,,,,,,,,,,,,2,exm150330,edward meda,Organizational Behavior 
"Hasenhuttl, Maria","Wang, Congying",,,,,OBHR,3310,004,17,11,5,3,3,1,1,2,,,2,,2,,,,,,2,h1562,maria hasenhuttl,Organizational Behavior 
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,HMGT,3311,001,,1,7,6,7,,4,1,,,,,2,,,,,,0,axb149330,anindita bardhan,Healthcare Accounting 
"Yehuda, Nir","Zhou, Xiaolu",,,,,ACCT,3331,003,1,4,6,5,3,6,6,3,1,,4,,,,,,,,1,nxy130530,nir yehuda,Intermediate Financial Accounting I 
"Gamino, John P","Bhatia, Nikita R",,,,,ACCT,3350,002,4,5,4,5,6,4,3,3,3,2,4,2,4,,,,,,0,jpg140630,john gamino,Fundamentals of Taxation 
"Gamino, John P","Bhatia, Nikita R",,,,,ACCT,6353,501,,11,1,3,9,1,1,2,,,,,3,,,,,,0,jpg140630,john gamino,Fundamentals of Taxation II 
"Reichert, Carolyn A",,,,,,FIN,6301,MBP,,12,7,9,14,1,1,,,,,,,,,,,,0,carolyn,carolyn reichert,
"Dover, Howard F","Shyam, Nikhil",,,,,MKT,4331,001,1,4,6,3,10,1,1,1,,,,,1,,,,,,0,hfd021000,howard dover,Digital Prospecting 
"Dover, Howard F","Shyam, Nikhil",,,,,MKT,6334,501,,11,6,1,,,,,,,,,,,,,,,0,hfd021000,howard dover,Digital Sales Strategy 
"Ganglmair, Bernhard","Kulkarni, Ritesh N",,,,,MECO,6303,501,,10,2,,8,2,3,1,,,,,1,,,,,,0,bxg107120,bernhard ganglmair,Business Economics 
"Chiong, Khai X","Surolia, Prakhar",,,,,MKT,3300,010,5,16,13,5,4,3,,,,,,,1,,,,,1,0,kxc173030,khai chiong,Principles of Marketing 
"Farquharson, Neil",,,,,,MKT,3300,501,2,4,12,12,9,4,3,,1,,,,,,,,,,2,nxf051000,neil farquharson,Principles of Marketing 
"Egeland, Rita E",,,,,,MKT,3300,HON,22,17,7,1,,,,,,,,,,,,,,,0,rxb154430,rita bargerhuff egeland,Principles of Marketing 
"Flannery, Carol","Nagarajan, Rahul",,,,,OPRE,3360,0W1,,13,,4,19,,5,5,,1,,,1,,,,,,2,flannery,carol flannery,Managerial Methods in Decision Making Under Uncertainty 
"Majumdar, Sumit K","Sun, Geng",,,,,MIS,6302,0W1,,32,4,2,2,,,,,,,,,,,,,,0,skm021100,sumit majumdar,Managing Digital Strategy 
"Brussolo, Monica E","Chang, Chia-Hao",,,,,OPRE,6301,003,,6,2,6,2,1,1,1,,,,,,,,,,,1,meb049000,monica brussolo,Statistics and Data Analysis 
"Patton, Karen",,,,,,BCOM,3310,002,9,13,4,6,2,,1,,,,,,,,,,,,2,kxp154730,karen patton,Business Communication 
"Ahlberg, Mehrzad",,,,,,BCOM,3310,003,4,5,5,3,6,7,5,1,,,,,,,,,,,1,mxa087100,mehrzad ahlberg,Business Communication 
"McCrady, Victoria D","Dakshinamoorthy, Sowmika",,,,,BCOM,3310,004,1,13,12,5,4,2,2,,1,,,,,,,,,,0,vdm130030,victoria mccrady,Business Communication 
"McCrady, Victoria D","Dakshinamoorthy, Sowmika",,,,,BCOM,3310,005,5,15,6,1,3,1,,,,,1,,,,,,,,2,vdm130030,victoria mccrady,Business Communication 
"Goodrich, Mary Beth W","Ayala, Nestor A",,,,,ACCT,6388,0W1,,19,6,2,3,1,1,,,,,,1,,,,,,0,goodrich,mary beth goodrich,Accounting Communications 
"Goodrich, Mary Beth W","Ayala, Nestor A",,,,,ACCT,6388,001,,12,1,,,,,,,,,,,,,,,,0,goodrich,mary beth goodrich,Accounting Communications 
"Guler, Lale",,,,,,ACCT,6334,002,,11,2,3,3,1,,,,,,,1,,,,,,0,lxg152230,lale guler,Auditing 
"Majumdar, Sumit K","Sun, Geng",,,,,ACCT,6349,0W1,,8,,,,,,,,,,,,,,,,,0,skm021100,sumit majumdar,Managing Digital Strategy 
"Ziegler, Laurie","Li, Jianan","Gupta, Ashna",,,,OB,6332,0W1,,12,,2,3,,1,,,,,,,,,,,,1,ziegler,laurie ziegler,Negotiation and Dispute Resolution 
"Ziegler, Laurie","Li, Jianan","Gupta, Ashna",,,,HMGT,6324,0W1,,7,,2,1,,,,,,,,,,,,,,0,ziegler,laurie ziegler,Healthcare Negotiation and Dispute Resolution 
"Brussolo, Monica E","Abdi Kouchaksaraei, Maryam",,,,,OPRE,3333,002,7,10,11,14,4,5,4,3,,2,,,2,,,,,,1,meb049000,monica brussolo,Quantitative Business Analysis 
"Kaan, Levent","Thankamony, Parvathy",,,,,OPRE,3333,502,11,,5,3,5,5,5,1,8,,,,7,,,,,,12,lxk120730,levent kaan,Quantitative Business Analysis 
"Sadka, Gil","Kyung, Hoyoun","Song, Dongye",,,,ACCT,6305,502,,24,15,9,8,,,,,,,,,,,,,,1,gxs143630,gil sadka,Accounting for Managers 
"Betanzos, Christina L","Juarez Herrera, Pablo J",,,,,ACCT,6388,501,,10,2,,1,,,,,,,,,,,,,,0,clb120030,christina betanzos,Accounting Communications 
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,6343,0W1,,11,,,19,,,1,,,,,1,,,,,,0,jxj091000,jennifer johnson,Accounting Information Systems 
"Barden, John P","Vinayagam, Chidambara P",,,,,ACCT,2302,HON,,24,13,6,4,,2,,,,,,1,,,,,,1,jpb063000,john barden,Introductory Management Accounting 
"Leach, Sonia E","Davies, Adesola A",,,,,OPRE,6366,501,,61,10,6,4,2,,1,,,,,,,,,,,0,sel120030,sonia leach,Global Supply Chain Management 
"Hedgecock, Blake M",,,,,,FIN,4321,501,2,7,,1,10,1,2,5,,,,,,,,,,,0,bxh132030,blake hedgecock,Real Estate Law and Contracts 
"Hedgecock, Blake M",,,,,,REAL,4321,501,,2,,3,6,1,1,2,,,1,,2,,,,,,0,bxh132030,blake hedgecock,Real Estate Law and Contracts 
"Sabri, Ehap H","Vardhineni, Sai Chandhar",,,,,OPRE,6370,001,,65,10,1,1,,,,,,,,,,,,,,0,exs055000,ehap sabri,Global Logistics and Transportation 
"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,OPRE,6332,001,,29,12,14,8,3,2,,,,,,3,,,,,,1,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
"Leach, Sonia E","Chindak, Sachin",,,,,OPRE,6302,002,,13,4,5,6,1,1,1,,,,,4,,,,,,0,sel120030,sonia leach,Operations Management 
"Owens, Dawn M","Thangeda, Bhavana",,,,,MIS,6308,002,,4,17,11,11,,,,,,,,1,,,,,,0,dmo130130,dawn owens,System Analysis and Project Management 
"Shaum, Robert A","Khatavkar, Shreya U",,,,,OPRE,6364,002,,45,,,,,,,,,,,,,,,,,0,ras150630,,Lean Six Sigma 
"Alimirzaei, Athena","Goyal, Rahul Kumar",,,,,OPRE,6398,003,,11,,,,,,,,,,,,,,,,,0,axa134231,athena alimirzaei,Prescriptive Analytics 
"Ahluwalia, Gurvinder S","Guha, Sumalya",,,,,MIS,6363,001,,3,,3,1,,,,,,,,,,,,,,0,gsa021000,gurvinder ahluwalia,Cloud Computing 
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,4340,001,13,12,11,6,4,1,1,,,,,,,,,,,,0,jxj091000,jennifer johnson,Survey of Accounting Software 
"Johnson, Jennifer","Garcia, Cesar D",,,,,ACCT,4342,PP1,,5,7,5,3,1,,,,,,,,,,,,,0,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
"Cready, William M","Fan, Zhongwen",,,,,ACCT,6331,0W1,,7,,,5,2,,1,,,,,,,,,,,3,wmc041000,william cready,Cost Accounting 
"Zolton, Kathy","Shavrina, Irina V",,,,,ACCT,6333,001,,20,,,24,,,9,,,,,,,,,,,1,kxz121730,kathy zolton,Advanced Financial Reporting 
"Troutman, Amy B","Payne, Colton A",,,,,ACCT,6335,PP1,,19,,,,,,,,,,,,,,,,,0,amybass,amy troutman,Ethics for Professional Accountants 
"Goodrich, Mary Beth W","Vinayagam, Chidambara P",,,,,ACCT,6338,001,,21,1,1,7,,,1,,,,,,,,,,,1,goodrich,mary beth goodrich,Accounting Systems Integration and Configuration 
"Li, Bin","Shekarchizadeh Esfahani, Sharif",,,,,ACCT,6344,501,,17,3,,18,,,2,,,,,,,,,,,0,bxl124230,,Financial Statement Analysis 
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,ACCT,6373,001,,,2,,17,,,7,,,,,,,,,,,0,axb149330,anindita bardhan,Advanced External Auditing 
"Roy Bardhan, Anindita","Albritton, Jason M",,,,,ACCT,6373,501,,1,10,,19,,,7,,,,,2,,,,,,1,axb149330,anindita bardhan,Advanced External Auditing 
"Bracy, Dana",,,,,,ACCT,6383,501,,12,3,4,9,1,2,2,,,,,,,,,,,0,dxb016100,dana bracy,Fraud Examination 
"Polze, Matthew M","Ayala, Nestor A",,,,,BLAW,2301,003,,20,4,6,15,3,13,2,7,3,3,1,7,,,,,,6,mmp062000,matthew polze,Business and Public Law 
"Springate, David J",,,,,,ENTP,6311,501,,3,1,1,,,,,,,,,,,,,,,2,spring8,david springate,Valuation Models and Practices 
"Molina, Stephen",,,,,,FIN,4313,501,14,4,3,1,2,,,,,,,,2,,,,,,0,sxm163630,stephen molina,Energy Finance 
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,006,7,5,5,2,4,8,3,3,5,1,,2,2,,,,,,0,sdp093020,,Business Finance 
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,007,2,3,9,7,2,6,6,3,4,1,1,,3,,,,,,1,sdp093020,,Business Finance 
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,3320,008,5,9,11,2,5,3,3,1,4,1,1,,2,,,,,,1,sdp093020,,Business Finance 
"Gurun, Ayfer",,,,,,FIN,3320,009,4,5,3,6,4,5,6,3,2,3,,,4,,,,,,0,axg119030,ayfer gurun,Business Finance 
"Green, Kevin",,,,,,FIN,3330,001,1,11,,5,19,,4,11,,3,4,,1,,,,,,0,kxg122730,kevin green,Personal Financial Planning 
"Xia, Han (Victor)",,,,,,FIN,3350,001,,11,5,6,8,2,,1,,,2,3,1,,,,,1,2,hxx110930,han xia,Macroeconomics and Financial Markets 
